user,session_info
62,2022-07-05 18:16:19 (item: 14126) -> 2022-07-05 18:16:36 (item: 13948.0)
167,2022-08-11 00:02:11 (item: 15312) -> 2022-08-11 00:02:33 (item: 16981.0)
219,2022-07-30 13:12:58 (item: 11059) -> 2022-07-30 13:13:26 (item: 6812.0)
399,2022-09-05 06:30:32 (item: 19515) -> 2022-09-05 06:30:47 (item: 3637.0)
654,2022-09-10 04:58:46 (item: 17778) -> 2022-09-10 04:59:13 (item: 11819.0)
678,2022-08-02 12:24:39 (item: 18361) -> 2022-08-02 12:25:04 (item: 13447.0)
681,2022-09-02 02:45:26 (item: 5707) -> 2022-09-02 02:45:54 (item: 4593.0)
698,2022-09-12 08:20:11 (item: 13324) -> 2022-09-12 08:20:22 (item: 17210.0)
1261,2022-06-29 11:17:04 (item: 11097) -> 2022-06-29 11:17:25 (item: 873.0)
1736,2022-08-10 14:35:57 (item: 5756) -> 2022-08-10 14:36:17 (item: 17466.0)
1779,2022-06-08 12:00:19 (item: 17668) -> 2022-06-08 12:00:38 (item: 18216.0)
1855,2022-07-06 15:24:52 (item: 12653) -> 2022-07-06 15:25:21 (item: 17415.0)
1965,2022-08-08 15:32:04 (item: 7477) -> 2022-08-08 15:32:16 (item: 5025.0)
1965,2022-08-08 15:32:16 (item: 5025) -> 2022-08-08 15:32:41 (item: 2535.0)
1965,2022-08-08 15:33:33 (item: 3385) -> 2022-08-08 15:33:45 (item: 18867.0)
2123,2022-08-24 06:43:42 (item: 10275) -> 2022-08-24 06:43:53 (item: 15851.0)
2431,2022-05-05 00:15:39 (item: 9648) -> 2022-05-05 00:15:58 (item: 10576.0)
2431,2022-06-16 00:47:28 (item: 6810) -> 2022-06-16 00:47:50 (item: 3325.0)
2439,2022-08-20 13:40:12 (item: 11825) -> 2022-08-20 13:40:27 (item: 1921.0)
2476,2022-08-26 08:20:29 (item: 11584) -> 2022-08-26 08:20:58 (item: 16077.0)
2492,2022-08-25 08:18:16 (item: 2451) -> 2022-08-25 08:18:38 (item: 19572.0)
2710,2022-08-10 03:22:25 (item: 8603) -> 2022-08-10 03:22:48 (item: 4043.0)
2710,2022-08-10 03:22:48 (item: 4043) -> 2022-08-10 03:23:05 (item: 11596.0)
2725,2022-08-29 02:54:37 (item: 1846) -> 2022-08-29 02:54:59 (item: 7607.0)
2823,2022-08-28 03:49:14 (item: 15881) -> 2022-08-28 03:49:37 (item: 1846.0)
2828,2022-09-08 09:26:14 (item: 8324) -> 2022-09-08 09:26:24 (item: 2702.0)
2870,2022-08-17 05:09:03 (item: 15816) -> 2022-08-17 05:09:19 (item: 12254.0)
2896,2022-05-22 15:47:54 (item: 3497) -> 2022-05-22 15:48:23 (item: 9906.0)
2921,2022-07-19 14:05:50 (item: 15530) -> 2022-07-19 14:06:02 (item: 15775.0)
3013,2022-07-26 07:52:45 (item: 8281) -> 2022-07-26 07:53:08 (item: 11878.0)
3112,2022-06-06 05:23:34 (item: 7568) -> 2022-06-06 05:23:49 (item: 7200.0)
3204,2022-08-31 00:09:19 (item: 10167) -> 2022-08-31 00:09:40 (item: 680.0)
3291,2022-07-02 03:10:29 (item: 10322) -> 2022-07-02 03:10:41 (item: 8430.0)
3775,2022-08-08 01:42:38 (item: 17959) -> 2022-08-08 01:42:57 (item: 13072.0)
4223,2022-06-18 12:45:19 (item: 3266) -> 2022-06-18 12:45:30 (item: 1653.0)
4614,2022-08-30 09:20:09 (item: 15826) -> 2022-08-30 09:20:37 (item: 2188.0)
4857,2022-09-05 04:05:47 (item: 4138) -> 2022-09-05 04:06:02 (item: 7962.0)
5174,2022-09-01 15:13:47 (item: 185) -> 2022-09-01 15:14:14 (item: 7191.0)
5202,2022-09-03 03:31:56 (item: 10512) -> 2022-09-03 03:32:13 (item: 4625.0)
5306,2022-04-28 13:52:43 (item: 6920) -> 2022-04-28 13:53:00 (item: 1488.0)
5404,2022-09-05 05:04:58 (item: 684) -> 2022-09-05 05:05:26 (item: 5446.0)
5440,2022-08-14 01:56:36 (item: 9350) -> 2022-08-14 01:56:53 (item: 365.0)
5584,2022-08-29 04:43:33 (item: 2859) -> 2022-08-29 04:43:56 (item: 10348.0)
5596,2022-06-12 17:08:57 (item: 12588) -> 2022-06-12 17:09:19 (item: 2699.0)
5615,2022-09-01 16:02:14 (item: 14466) -> 2022-09-01 16:02:33 (item: 13577.0)
5615,2022-09-10 16:25:59 (item: 2929) -> 2022-09-10 16:26:11 (item: 7495.0)
5615,2022-09-10 16:26:11 (item: 7495) -> 2022-09-10 16:26:25 (item: 15376.0)
5756,2022-08-10 11:15:41 (item: 11813) -> 2022-08-10 11:15:53 (item: 5083.0)
5811,2022-06-17 04:59:56 (item: 11386) -> 2022-06-17 05:00:12 (item: 18552.0)
5883,2022-08-15 11:09:41 (item: 6539) -> 2022-08-15 11:09:53 (item: 3260.0)
5914,2022-07-23 03:38:47 (item: 5570) -> 2022-07-23 03:39:00 (item: 17432.0)
6612,2022-07-12 12:03:48 (item: 8308) -> 2022-07-12 12:04:16 (item: 11510.0)
6626,2022-06-23 05:51:11 (item: 3787) -> 2022-06-23 05:51:39 (item: 16608.0)
6694,2022-08-18 05:50:41 (item: 4601) -> 2022-08-18 05:51:09 (item: 15376.0)
6885,2022-08-26 12:46:45 (item: 7149) -> 2022-08-26 12:47:02 (item: 10419.0)
6900,2022-08-08 05:08:11 (item: 3022) -> 2022-08-08 05:08:33 (item: 4397.0)
6931,2022-07-29 14:43:37 (item: 2111) -> 2022-07-29 14:44:06 (item: 8446.0)
6951,2022-08-27 03:07:35 (item: 15666) -> 2022-08-27 03:07:46 (item: 10271.0)
7184,2022-07-19 10:02:57 (item: 13577) -> 2022-07-19 10:03:23 (item: 2701.0)
7184,2022-07-19 10:03:23 (item: 2701) -> 2022-07-19 10:03:40 (item: 13140.0)
7401,2022-07-10 00:52:22 (item: 4438) -> 2022-07-10 00:52:39 (item: 4801.0)
7452,2022-08-17 15:06:13 (item: 4381) -> 2022-08-17 15:06:29 (item: 14616.0)
7477,2022-08-28 03:12:42 (item: 15881) -> 2022-08-28 03:13:06 (item: 13232.0)
7526,2022-08-14 03:11:07 (item: 16255) -> 2022-08-14 03:11:31 (item: 57.0)
7598,2022-07-05 08:52:49 (item: 11097) -> 2022-07-05 08:53:13 (item: 8710.0)
7626,2022-08-03 08:27:10 (item: 13812) -> 2022-08-03 08:27:27 (item: 10357.0)
7785,2022-08-26 10:06:11 (item: 1719) -> 2022-08-26 10:06:26 (item: 12133.0)
8009,2022-07-28 07:37:20 (item: 14773) -> 2022-07-28 07:37:39 (item: 6377.0)
8335,2022-08-01 02:36:20 (item: 3493) -> 2022-08-01 02:36:33 (item: 15978.0)
8442,2022-06-27 03:28:04 (item: 11097) -> 2022-06-27 03:28:28 (item: 8710.0)
8442,2022-07-05 04:05:40 (item: 13296) -> 2022-07-05 04:06:00 (item: 11984.0)
8448,2022-08-08 12:21:00 (item: 16981) -> 2022-08-08 12:21:25 (item: 13072.0)
8460,2022-08-02 10:47:53 (item: 13447) -> 2022-08-02 10:48:21 (item: 6245.0)
8560,2022-07-14 05:23:16 (item: 11642) -> 2022-07-14 05:23:36 (item: 15530.0)
8562,2022-08-28 11:56:52 (item: 14034) -> 2022-08-28 11:57:15 (item: 18746.0)
8590,2022-08-24 13:56:12 (item: 8959) -> 2022-08-24 13:56:23 (item: 16513.0)
8610,2022-09-05 16:09:12 (item: 17450) -> 2022-09-05 16:09:38 (item: 17406.0)
8685,2022-07-24 18:10:57 (item: 7220) -> 2022-07-24 18:11:16 (item: 11813.0)
8685,2022-07-24 18:11:16 (item: 11813) -> 2022-07-24 18:11:30 (item: 5083.0)
8764,2022-06-18 01:22:44 (item: 11997) -> 2022-06-18 01:22:58 (item: 4837.0)
8805,2022-08-12 13:49:11 (item: 6593) -> 2022-08-12 13:49:33 (item: 2567.0)
8864,2022-07-20 16:35:38 (item: 16199) -> 2022-07-20 16:35:57 (item: 17834.0)
9368,2022-08-24 01:12:24 (item: 7638) -> 2022-08-24 01:12:41 (item: 9388.0)
9402,2022-09-03 04:56:53 (item: 19283) -> 2022-09-03 04:57:15 (item: 10314.0)
9554,2022-07-08 13:33:52 (item: 9139) -> 2022-07-08 13:34:21 (item: 11068.0)
9778,2022-07-19 12:55:03 (item: 5406) -> 2022-07-19 12:55:14 (item: 2053.0)
9788,2022-07-12 09:13:05 (item: 10529) -> 2022-07-12 09:13:17 (item: 12120.0)
9788,2022-07-12 09:13:17 (item: 12120) -> 2022-07-12 09:13:40 (item: 12824.0)
9810,2022-06-27 19:32:53 (item: 873) -> 2022-06-27 19:33:04 (item: 17383.0)
9993,2022-09-10 02:44:11 (item: 776) -> 2022-09-10 02:44:23 (item: 11437.0)
10001,2022-09-07 13:42:54 (item: 1523) -> 2022-09-07 13:43:23 (item: 12073.0)
10225,2022-08-30 08:32:24 (item: 14156) -> 2022-08-30 08:32:50 (item: 953.0)
10282,2022-08-18 13:17:32 (item: 57) -> 2022-08-18 13:17:47 (item: 13358.0)
10440,2022-08-29 23:01:59 (item: 4619) -> 2022-08-29 23:02:28 (item: 11274.0)
10580,2022-08-10 15:37:56 (item: 17318) -> 2022-08-10 15:38:21 (item: 18143.0)
10580,2022-08-24 01:47:09 (item: 8484) -> 2022-08-24 01:47:28 (item: 17456.0)
10598,2022-08-11 17:29:23 (item: 2081) -> 2022-08-11 17:29:33 (item: 5979.0)
10784,2022-07-25 04:53:02 (item: 7586) -> 2022-07-25 04:53:19 (item: 6004.0)
10787,2022-09-01 09:38:55 (item: 3443) -> 2022-09-01 09:39:19 (item: 11744.0)
10817,2022-08-27 06:19:59 (item: 12211) -> 2022-08-27 06:20:22 (item: 15632.0)
10817,2022-08-27 06:20:22 (item: 15632) -> 2022-08-27 06:20:35 (item: 19621.0)
10861,2022-06-27 11:18:22 (item: 873) -> 2022-06-27 11:18:34 (item: 17383.0)
10903,2022-08-02 13:04:48 (item: 19656) -> 2022-08-02 13:04:58 (item: 8756.0)
10903,2022-08-02 13:04:58 (item: 8756) -> 2022-08-02 13:05:14 (item: 8998.0)
10946,2022-07-30 01:56:02 (item: 2898) -> 2022-07-30 01:56:26 (item: 17884.0)
11064,2022-08-09 17:16:47 (item: 3392) -> 2022-08-09 17:17:08 (item: 3924.0)
11077,2022-07-21 10:34:33 (item: 10088) -> 2022-07-21 10:34:49 (item: 9972.0)
11077,2022-07-21 10:34:55 (item: 4030) -> 2022-07-21 10:35:06 (item: 15122.0)
11077,2022-07-21 10:35:06 (item: 15122) -> 2022-07-21 10:35:21 (item: 1424.0)
11299,2022-07-04 06:28:10 (item: 3504) -> 2022-07-04 06:28:38 (item: 14933.0)
11333,2022-07-17 15:16:09 (item: 15136) -> 2022-07-17 15:16:37 (item: 3115.0)
11476,2022-08-01 04:47:51 (item: 9707) -> 2022-08-01 04:48:19 (item: 11811.0)
11511,2022-06-24 15:26:02 (item: 11027) -> 2022-06-24 15:26:30 (item: 9560.0)
11622,2022-09-05 05:04:29 (item: 10583) -> 2022-09-05 05:04:47 (item: 18385.0)
11637,2022-03-28 12:20:21 (item: 18938) -> 2022-03-28 12:20:47 (item: 6948.0)
11751,2022-08-27 23:36:03 (item: 9512) -> 2022-08-27 23:36:19 (item: 16077.0)
11812,2022-05-30 10:43:43 (item: 1086) -> 2022-05-30 10:44:07 (item: 13010.0)
11812,2022-05-30 10:44:07 (item: 13010) -> 2022-05-30 10:44:19 (item: 12264.0)
11885,2022-08-21 15:02:36 (item: 1996) -> 2022-08-21 15:03:04 (item: 4072.0)
12095,2022-08-22 10:50:44 (item: 9906) -> 2022-08-22 10:51:06 (item: 6016.0)
12127,2022-08-07 13:07:25 (item: 18361) -> 2022-08-07 13:07:55 (item: 3612.0)
12140,2022-08-05 03:30:37 (item: 19364) -> 2022-08-05 03:30:49 (item: 5012.0)
12184,2022-07-26 01:50:09 (item: 16170) -> 2022-07-26 01:50:25 (item: 2657.0)
12224,2022-09-02 08:50:56 (item: 15881) -> 2022-09-02 08:51:15 (item: 7607.0)
12224,2022-09-10 05:48:37 (item: 12327) -> 2022-09-10 05:48:58 (item: 3614.0)
12370,2022-08-20 06:06:36 (item: 4123) -> 2022-08-20 06:07:05 (item: 9779.0)
12451,2022-08-23 07:15:21 (item: 14373) -> 2022-08-23 07:15:34 (item: 4273.0)
12459,2022-05-03 05:33:49 (item: 520) -> 2022-05-03 05:34:10 (item: 495.0)
12491,2022-07-27 22:46:36 (item: 19216) -> 2022-07-27 22:46:55 (item: 7375.0)
12505,2022-08-20 07:46:25 (item: 19717) -> 2022-08-20 07:46:39 (item: 9416.0)
12529,2022-08-15 14:51:27 (item: 10867) -> 2022-08-15 14:51:38 (item: 16230.0)
12548,2022-08-15 15:43:12 (item: 14025) -> 2022-08-15 15:43:30 (item: 17718.0)
12651,2022-06-17 09:26:28 (item: 16025) -> 2022-06-17 09:26:48 (item: 9058.0)
12683,2022-07-04 05:13:15 (item: 17375) -> 2022-07-04 05:13:31 (item: 1289.0)
12969,2022-08-23 01:49:42 (item: 10684) -> 2022-08-23 01:50:01 (item: 10749.0)
12971,2022-07-11 22:39:11 (item: 11904) -> 2022-07-11 22:39:27 (item: 12945.0)
13042,2022-07-04 08:22:10 (item: 5426) -> 2022-07-04 08:22:39 (item: 16468.0)
13042,2022-07-05 01:57:27 (item: 13805) -> 2022-07-05 01:57:52 (item: 1469.0)
13350,2022-08-22 10:24:08 (item: 421) -> 2022-08-22 10:24:34 (item: 16057.0)
13356,2022-06-27 22:37:32 (item: 11097) -> 2022-06-27 22:37:56 (item: 8710.0)
13356,2022-08-16 02:17:30 (item: 3260) -> 2022-08-16 02:17:46 (item: 6539.0)
13445,2022-04-30 13:10:30 (item: 8249) -> 2022-04-30 13:10:58 (item: 6920.0)
13492,2022-08-14 19:08:01 (item: 11585) -> 2022-08-14 19:08:25 (item: 11304.0)
13665,2022-08-23 07:53:12 (item: 13904) -> 2022-08-23 07:53:26 (item: 4618.0)
13972,2022-08-30 12:41:38 (item: 3551) -> 2022-08-30 12:41:50 (item: 373.0)
13986,2022-04-29 13:32:26 (item: 414) -> 2022-04-29 13:32:49 (item: 15531.0)
14035,2022-08-03 03:21:35 (item: 108) -> 2022-08-03 03:21:48 (item: 8730.0)
14035,2022-08-03 03:21:48 (item: 8730) -> 2022-08-03 03:22:11 (item: 13483.0)
14035,2022-08-03 03:22:11 (item: 13483) -> 2022-08-03 03:22:25 (item: 12675.0)
14035,2022-08-03 03:22:25 (item: 12675) -> 2022-08-03 03:22:48 (item: 9540.0)
14065,2022-07-21 10:31:49 (item: 17441) -> 2022-07-21 10:32:07 (item: 10663.0)
14078,2022-09-07 01:37:38 (item: 1648) -> 2022-09-07 01:37:51 (item: 4818.0)
14229,2022-08-14 01:20:14 (item: 5716) -> 2022-08-14 01:20:41 (item: 4264.0)
14256,2022-07-16 08:40:07 (item: 8629) -> 2022-07-16 08:40:19 (item: 18121.0)
14464,2022-06-27 04:39:22 (item: 1797) -> 2022-06-27 04:39:36 (item: 8541.0)
14566,2022-07-27 06:55:52 (item: 5601) -> 2022-07-27 06:56:10 (item: 5386.0)
14652,2022-08-13 02:09:19 (item: 8053) -> 2022-08-13 02:09:33 (item: 14091.0)
14758,2022-07-04 01:15:53 (item: 12331) -> 2022-07-04 01:16:14 (item: 19708.0)
14768,2022-08-31 22:42:59 (item: 4018) -> 2022-08-31 22:43:23 (item: 5595.0)
14829,2022-07-08 02:16:49 (item: 15572) -> 2022-07-08 02:17:15 (item: 17534.0)
14989,2022-08-16 12:54:00 (item: 14575) -> 2022-08-16 12:54:26 (item: 8049.0)
15037,2022-09-08 18:03:20 (item: 3828) -> 2022-09-08 18:03:33 (item: 10712.0)
15061,2022-08-27 12:07:04 (item: 10602) -> 2022-08-27 12:07:19 (item: 10694.0)
15066,2022-08-08 08:02:13 (item: 16868) -> 2022-08-08 08:02:24 (item: 6149.0)
15083,2022-09-03 02:36:28 (item: 835) -> 2022-09-03 02:36:47 (item: 12537.0)
15176,2022-08-31 07:26:57 (item: 2111) -> 2022-08-31 07:27:13 (item: 12174.0)
15601,2022-08-21 17:05:58 (item: 16077) -> 2022-08-21 17:06:22 (item: 9512.0)
15652,2022-08-27 01:26:05 (item: 1728) -> 2022-08-27 01:26:27 (item: 12921.0)
15673,2022-06-30 15:46:50 (item: 7448) -> 2022-06-30 15:47:01 (item: 3137.0)
15765,2022-09-09 02:05:52 (item: 13057) -> 2022-09-09 02:06:13 (item: 5899.0)
15824,2022-04-21 09:35:19 (item: 11838) -> 2022-04-21 09:35:45 (item: 17758.0)
15928,2022-09-03 14:47:58 (item: 2775) -> 2022-09-03 14:48:16 (item: 9756.0)
16043,2022-08-25 16:14:44 (item: 10684) -> 2022-08-25 16:15:01 (item: 18907.0)
16278,2022-08-15 04:25:52 (item: 6539) -> 2022-08-15 04:26:16 (item: 3260.0)
16315,2022-07-27 17:56:28 (item: 108) -> 2022-07-27 17:56:40 (item: 17267.0)
16339,2022-07-19 16:36:31 (item: 12840) -> 2022-07-19 16:36:52 (item: 8017.0)
16546,2022-07-19 12:51:28 (item: 3175) -> 2022-07-19 12:51:54 (item: 19038.0)
16620,2022-08-28 05:47:46 (item: 4596) -> 2022-08-28 05:48:01 (item: 6392.0)
16651,2022-03-13 07:16:59 (item: 858) -> 2022-03-13 07:17:10 (item: 10910.0)
16718,2022-08-06 05:23:08 (item: 18910) -> 2022-08-06 05:23:31 (item: 13605.0)
16825,2022-07-11 20:21:21 (item: 17534) -> 2022-07-11 20:21:36 (item: 1740.0)
16967,2022-04-27 07:08:29 (item: 9180) -> 2022-04-27 07:08:42 (item: 9607.0)
16975,2022-08-04 03:06:15 (item: 6868) -> 2022-08-04 03:06:41 (item: 1926.0)
17021,2022-07-06 04:33:18 (item: 14032) -> 2022-07-06 04:33:39 (item: 10238.0)
17389,2022-06-29 15:27:13 (item: 17295) -> 2022-06-29 15:27:25 (item: 18484.0)
17500,2022-09-03 15:14:26 (item: 1363) -> 2022-09-03 15:14:52 (item: 3312.0)
17622,2022-06-17 10:40:09 (item: 9058) -> 2022-06-17 10:40:25 (item: 16025.0)
17690,2022-09-09 15:25:51 (item: 11498) -> 2022-09-09 15:26:21 (item: 16808.0)
17799,2022-07-31 04:27:55 (item: 12479) -> 2022-07-31 04:28:11 (item: 9091.0)
17907,2022-08-15 13:15:48 (item: 6370) -> 2022-08-15 13:16:06 (item: 2320.0)
17942,2022-09-09 15:25:10 (item: 7552) -> 2022-09-09 15:25:24 (item: 5958.0)
17950,2022-08-24 02:39:18 (item: 5619) -> 2022-08-24 02:39:30 (item: 15931.0)
17958,2022-07-31 10:14:30 (item: 12479) -> 2022-07-31 10:14:43 (item: 13447.0)
18040,2022-07-30 03:16:09 (item: 13577) -> 2022-07-30 03:16:23 (item: 2701.0)
18040,2022-07-30 03:16:23 (item: 2701) -> 2022-07-30 03:16:34 (item: 13140.0)
18090,2022-09-05 02:05:08 (item: 12754) -> 2022-09-05 02:05:22 (item: 16279.0)
18241,2022-08-14 07:49:56 (item: 4053) -> 2022-08-14 07:50:17 (item: 15484.0)
18336,2022-08-09 02:52:35 (item: 5621) -> 2022-08-09 02:52:50 (item: 11068.0)
18355,2022-08-06 05:48:12 (item: 1070) -> 2022-08-06 05:48:40 (item: 14116.0)
18497,2022-08-18 08:47:53 (item: 6073) -> 2022-08-18 08:48:10 (item: 5666.0)
18746,2022-08-19 01:51:53 (item: 4149) -> 2022-08-19 01:52:23 (item: 12944.0)
18746,2022-09-07 23:54:53 (item: 10112) -> 2022-09-07 23:55:19 (item: 8447.0)
18887,2022-07-18 05:11:11 (item: 13402) -> 2022-07-18 05:11:22 (item: 14578.0)
18887,2022-07-26 00:05:26 (item: 8041) -> 2022-07-26 00:05:54 (item: 12546.0)
18887,2022-08-03 22:57:55 (item: 8093) -> 2022-08-03 22:58:17 (item: 9400.0)
18915,2022-07-30 06:27:41 (item: 15121) -> 2022-07-30 06:28:10 (item: 247.0)
19254,2022-07-05 01:51:51 (item: 2888) -> 2022-07-05 01:52:09 (item: 12408.0)
19341,2022-08-21 23:45:26 (item: 12254) -> 2022-08-21 23:45:41 (item: 14179.0)
19391,2022-06-24 22:23:01 (item: 14507) -> 2022-06-24 22:23:24 (item: 5601.0)
19459,2022-08-13 12:37:31 (item: 10606) -> 2022-08-13 12:37:47 (item: 11018.0)
19463,2022-08-13 16:26:48 (item: 716) -> 2022-08-13 16:27:11 (item: 14884.0)
19480,2022-08-03 03:04:13 (item: 9694) -> 2022-08-03 03:04:38 (item: 508.0)
19806,2022-07-19 15:58:26 (item: 8446) -> 2022-07-19 15:58:43 (item: 2111.0)
19818,2022-09-05 07:36:55 (item: 6916) -> 2022-09-05 07:37:13 (item: 809.0)
19997,2022-06-25 08:07:57 (item: 18012) -> 2022-06-25 08:08:13 (item: 93.0)
20081,2022-08-15 04:16:01 (item: 6539) -> 2022-08-15 04:16:27 (item: 3260.0)
20220,2022-06-15 17:55:35 (item: 6810) -> 2022-06-15 17:55:56 (item: 3325.0)
20220,2022-08-15 18:16:59 (item: 16255) -> 2022-08-15 18:17:22 (item: 6539.0)
20220,2022-08-21 18:20:47 (item: 17456) -> 2022-08-21 18:21:07 (item: 14536.0)
20356,2022-08-20 09:12:48 (item: 15405) -> 2022-08-20 09:13:09 (item: 17405.0)
20438,2022-06-25 08:14:30 (item: 12038) -> 2022-06-25 08:14:53 (item: 10522.0)
20505,2022-08-19 05:18:47 (item: 3515) -> 2022-08-19 05:19:05 (item: 7451.0)
20515,2022-06-22 04:38:30 (item: 13010) -> 2022-06-22 04:38:54 (item: 12264.0)
20578,2022-09-03 01:48:31 (item: 5962) -> 2022-09-03 01:48:55 (item: 7607.0)
20584,2022-08-10 14:07:34 (item: 15736) -> 2022-08-10 14:07:44 (item: 12282.0)
20608,2022-07-22 01:13:05 (item: 12991) -> 2022-07-22 01:13:23 (item: 7184.0)
20781,2022-08-29 14:52:10 (item: 4951) -> 2022-08-29 14:52:21 (item: 13348.0)
20803,2022-08-26 02:13:08 (item: 2025) -> 2022-08-26 02:13:36 (item: 13492.0)
20814,2022-07-07 13:32:59 (item: 5430) -> 2022-07-07 13:33:14 (item: 11868.0)
20839,2022-04-21 04:38:27 (item: 10944) -> 2022-04-21 04:38:46 (item: 3987.0)
20839,2022-04-21 04:39:16 (item: 16803) -> 2022-04-21 04:39:28 (item: 3463.0)
20868,2022-08-23 09:42:51 (item: 7034) -> 2022-08-23 09:43:19 (item: 10144.0)
20922,2022-07-13 12:10:33 (item: 6288) -> 2022-07-13 12:10:48 (item: 4890.0)
21024,2022-09-09 23:13:55 (item: 19355) -> 2022-09-09 23:14:16 (item: 10653.0)
21090,2022-08-05 01:11:07 (item: 812) -> 2022-08-05 01:11:33 (item: 11770.0)
21123,2022-09-10 20:52:26 (item: 14433) -> 2022-09-10 20:52:40 (item: 11889.0)
21434,2022-07-08 14:09:32 (item: 16944) -> 2022-07-08 14:09:57 (item: 15984.0)
21630,2022-07-05 08:47:19 (item: 5349) -> 2022-07-05 08:47:36 (item: 4415.0)
21730,2022-09-11 13:52:05 (item: 194) -> 2022-09-11 13:52:17 (item: 3930.0)
21988,2022-07-17 07:08:10 (item: 1401) -> 2022-07-17 07:08:25 (item: 1697.0)
22117,2022-07-26 01:53:08 (item: 6967) -> 2022-07-26 01:53:21 (item: 12979.0)
22383,2022-08-03 10:12:34 (item: 6502) -> 2022-08-03 10:13:02 (item: 7107.0)
22423,2022-08-26 14:43:30 (item: 421) -> 2022-08-26 14:44:00 (item: 16057.0)
22504,2022-09-10 13:25:19 (item: 11948) -> 2022-09-10 13:25:37 (item: 17567.0)
22646,2022-08-25 04:27:02 (item: 13232) -> 2022-08-25 04:27:20 (item: 16077.0)
